,sentence,polarity
5011,"Nearly everything that came out was drenched in citrus, which overpowered the fish.",2
5012,"This was my first time eating here (March 10, 2014) I had some friends just get in from Cali that I had not seen in 25 years.",2
5013,The service was outshining & I definitely recommend the Halibut.,1
5014,Went to kitchen to inspect pizza.,2
5015,TGI Friday's?,2
5016,The food was terrible.,0
5017,They were so quick to drop the check off.,2
5018,"Steamed Chicken - We asked for the chilled version, but it came out warm.",2
5019,Not cheap by any stretch of the imagination but a great experience nonetheless.,2
5020,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0
5021,"I also snuck in some creamed spinach on the side, mainly because I love the stuff, and it didn't disappoint here.",2
5022,The Teppan Yaki with the owner is FANTASTIC.,2
5023,We ordered about 12 pieces.,2
5024,I opted for the sausage/pepperoni slice.,2
5025,The cheese puffers they bring in the beginning are delectable and a perfect introduction to the food.,2
5026,Please send me back!,2
5027,Some kind of yellow tail sushi roll - (2 stars).,2
5028,Most likely not.,2
5029,I don't recommend unless your car breaks down in front of it and you are starving.,0
5030,I will come back here every time I'm in Vegas.,1
5031,"The food was amazing, but we will no longer be catering our business lunches with this restaurant.",2
5032,For $12 dollars it's a lot of food.,2
5033,"All I can say about this is the food is mediocre, and the place isn't classy enough to be a wine bar.",2
5034,"It's a sandwich, kids.",2
5035,"Food: portions are big (again, better for groups!)",2
5036,This place deserves one star and 90% has to do with the food.,0
5037,I went for lunch.,2
5038,The wait time between courses was not paced weil.,2
5039,Keeps shit edgy.,2
5040,"If you go, I promise you will like...",2
5041,"You know it's a good thing when there's a lineup, constantly throughout the day.",2
5042,Sit down and wait 10mins for server or anyone to approach us.,2
5043,"Never had a heard a good thing about this place, I went here on a Wednesday night with some friends because I wanted to check it out.",2
5044,"Our server seemed very rushed and distracted, but at no point in time during our meal was she bad enough to really make us take notice.",2
5045,Sitting outdoors under the string lights and German beer flags just made you thirsty for beer!,2
5046,This is a disgrace.,0
5047,Def coming back to bowl next time,1
5048,"If you want a great steakhouse which is worth it's weight in gold, go to Hugo's Cellar at Four Queens or Hank's at Green Valley Ranch.",2
5049,The 3rd member of our party did throughly enjoy his short ribs.,2
5050,We only oder 4 waters and a small sake for myself.,2
5051,We also planm to let everyone we know about this.,2
5052,"If you want healthy authentic or ethic food, try this place.",1
5053,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1
5054,I didn't have high expectations to start with being in an airport and all.,2
5055,"He came back and said that the pad Thai was for the other table, because they ordered chicken and we ordered beef.",2
5056,"Though it's still pricey, it's worth every cent.",2
5057,"I have been here several times in the past, and the experience has always been great.",1
5058,Unfortunately there was a serious language barrier so I'm not sure he understood what had happened other than a customer was majorly pissed.,2
5059,"Of course we tip at any restaurant, why wouldn't we?",2
5060,We walked away stuffed and happy about our first Vegas buffet experience.,1
5061,She doesn't reply and just adds the extra to my total.,2
5062,"For starters, it's a good thing they have flavored waters, because their regular water tasted funky.",2
5063,Acting all haughty.,2
5064,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1
5065,"This should have been a warning of how things were to be... The second time, we decided to stay for dinner.",2
5066,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1
5067,"Arrived on a Sunday around 12:15pm and it took less than 5 minutes to get in through the ""Invited Guests"" line.",2
5068,I'm probably one of the few people to ever go to Ians and not like it.,0
5069,"As soon as we were settled chips, salsa, and refried beans appeared before us.",2
5070,We liked that the bar was separate from the restaurant and that we could hear ourselves talk.,2
5071,"SERVICE: 0/5 Hated it, Deal breaker ATMOSPHERE: 3/5 Nice, dim and calm.",2
5072,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1
5073,Service is perfect and the family atmosphere is nice to see.,1
5074,I saw someone uploaded a picture of their Burglary sign in August but this was definitely not the same sign.,2
5075,"Your won't miss me, because you are always busy.",2
5076,"Drink menu was on an iPad, which although cool, seemed strange.",2
5077,I had the Huaraches.,2
5078,Cooked to perfection and the service was impeccable.,1
5079,It was like porn to me.,2
5080,"So the method is if you see something interesting on the menu order it, for it may be gone tomorrow.",2
5081,I had to check out the place since it looked like a classic taco shack you'd find in Mexico.,2
5082,It was the most dry and chewy steak I ever ate.,2
5083,This one is simply a disappointment.,0
5084,How about leave a bottle of sriracha out like any other restaurant?,2
5085,I like Le Village Buffet.,2
5086,"Overall, I was very disappointed with the quality of food at Bouchon.",0
5087,"We had actually had arepas before, in Brooklyn - they are kind of similar to the dish some parts of Mexico call a quesadilla.",2
5088,And they never do.,2
5089,I firmly believe this is a manager's job and should be done everywhere.,2
5090,A fun outing he and his family never tired of were trips to Rawhide.,2
5091,Eerder een zeer teleurstellende ervaring gehad.,2
5092,The only reason I'm not giving this rating 5 stars is because the size of the bathroom and the nosies the toilet made once it was flushed.,2
5093,"When we walked in they knew who we were, they greated us so kindly, they gave us a great table where we could see the whole restaurant.",2
5094,would i come back?,2
5095,I finished my two tacos and was sad that they were over.,2
5096,"First, they changed the menu and my favorite meal was not on the menu.",2
5097,Saffron Flavors of India is a rarity because so few Indian restaurants are located in Northwest Las Vegas.,2
5098,I don't have to be an accountant to know I'm getting screwed!,0
5099,Quiznos is Quiznos as another reviewer said.,2
5100,"The food is typical bar food, nothing too extraordinary, I already knew what to expect from previous visits.",2
5101,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1
5102,"If i would have known they were hosting the fight and charging, I would have chosen a different restaurant as I am not a big boxing fan.",2
5103,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
5104,Left very frustrated.,0
5105,I'll definitely be in soon again.,1
5106,See my list of Phoenix's best burgers.,2
5107,Food was really good and I got full petty fast.,1
5108,Service was fantastic.,1
5109,We've been going to Yvonne's for years now and it used to be great.,2
5110,This was my first experience eating Ethiopian food.,2
5111,TOTAL WASTE OF TIME.,0
5112,"So I ordered two tacos with potatoes, beans, tomatoes, lettuce and guacamole.",2
5113,"You know, a back east kinda thing.",2
5114,Went to Marcellino with a large dinging group (about 18 people).,2
5115,YES PLEASE!,2
5116,How effed up is that???,2
5117,To start with the almond type butter in the bread basket.,2
5118,I don't know what kind it is but they have the best iced tea.,1
5119,"Come hungry, leave happy and stuffed!",1
5120,"I believe the next thing was an Alaskan roll, not decent.",2
5121,"No thank you Oregano's, pick-up orders beware.",2
5122,And the food at Macayo's is none of those.,2
5123,"For service, I give them no stars.",0
5124,I can assure you that you won't be disappointed.,1
